lc,lr,hc,ln,ang,pk,gw,is_gw,iso,ld
dwa,Africa,NG,Diri,Diri,1675,en,False,dwa,ltr
dwr,Africa,ET,Dawro,Dawro,1676,am,False,dwr,ltr
dws,,,Dutton World Speedwords,,1677,,False,dws,ltr
dww,Pacific,PG,Dawawa,Dawawa,1678,tpi,False,dww,ltr
dya,Africa,BF,Dyan,Dyan,1679,fr,False,dya,ltr
dyi,Africa,CI,Djimini Senoufo,"Sénoufo, Djimini",1680,fr,False,dyi,ltr
dym,Africa,ML,Yanda Dom Dogon,"Dogon, Yanda Dom",1681,fr,False,dym,ltr
dyo,Africa,SN,Jola-Fonyi,Jola-Fonyi,1682,fr,False,dyo,ltr
dyu,Africa,CI,Dyula,Jula,1683,fr,False,dyu,ltr
dyy,Pacific,AU,Dyaabugay,Dyaabugay,1684,en,False,dyy,ltr
dz,Asia,BT,རྫོང་ཁ,Dzongkha,1685,,False,dzo,ltr
dza,Africa,NG,Tunzuii,Tunzuii,1686,en,False,dza,ltr
dzg,Africa,TD,Dazaga,Dazaga,1687,ar,False,dzg,ltr
dzl,Asia,BT,Dzalakha,Dzalakha,1688,dz,False,dzl,ltr
dzn,Africa,CD,Dzando,Dzando,1689,fr,False,dzn,ltr
eaa,Pacific,AU,Karenggapa,Karenggapa,1690,en,False,eaa,ltr
ebg,Africa,NG,Ebughu,Ebughu,1691,en,False,ebg,ltr
ebk,Asia,PH,Eastern Bontok,"Bontok, Eastern",1692,ilo,False,ebk,ltr
ebo,Africa,CG,Teke-Ebo,Teke-Eboo,1693,fr,False,ebo,ltr
ebr,Africa,CI,Ebrié,Ebrié,1694,fr,False,ebr,ltr
ebu,Africa,KE,Embu,Kiembu,1695,sw,False,ebu,ltr
ecr,Europe,GR,Eteocretan,Eteocretan,1696,,False,ecr,ltr
ecs,Americas,EC,Ecuadorian Sign Language,Ecuadorian Sign Language,1697,es-419,False,ecs,ltr
ecy,Asia,CY,Eteocypriot,Eteocypriot,1698,,False,ecy,ltr
ee,Africa,GH,Eʋegbe,Ewe,1699,en,False,ewe,ltr
eee,Asia,CN,诶话,E,1700,zh,False,eee,ltr
efa,Africa,NG,Efai,Efai,1701,en,False,efa,ltr
efe,Africa,CD,Efe,Efe,1702,fr,False,efe,ltr
efi,Africa,NG,Efik,Efik,1703,en,False,efi,ltr
ega,Africa,CI,Ega,Ega,1704,fr,False,ega,ltr
egl,Europe,IT,Emilian,Emilian,1705,en,False,egl,ltr
ego,Africa,NG,Eggon,Eggon,1706,en,False,ego,ltr
egy,Africa,EG,Egyptian (Ancient),Egyptian,1707,,False,egy,ltr
ehu,Africa,NG,Ehueun,Ehueun,1708,en,False,ehu,ltr
eip,Asia,ID,Eipomek,Lik,1709,id,False,eip,ltr
eit,Pacific,PG,Eitiep,Eitiep,1710,tpi,False,eit,ltr
eiv,Pacific,PG,Askopan,Askopan,1711,tpi,False,eiv,ltr
eja,Africa,GW,Ejamat,Jola-Felupe,1712,pt,False,eja,ltr
eka,Africa,NG,Ekajuk,Ekajuk,1713,en,False,eka,ltr
eke,Africa,NG,Ekit,Ekit,1714,en,False,eke,ltr
ekg,Asia,ID,Ekari,Ekari,1715,id,False,ekg,ltr
eki,Africa,NG,Eki,Eki,1716,en,False,eki,ltr
ekk,Europe,EE,Standard Estonian,"Estonian, Standard",1717,en,False,ekk,ltr
ekl,Asia,BD,Kol (Bangladesh),Kol,1718,bn,False,ekl,ltr
ekm,Africa,CM,Elip,Elip,1719,fr,False,ekm,ltr
eko,Africa,MZ,Koti,Koti,1720,pt,False,eko,ltr
ekp,Africa,NG,Ekpeye,Ekpeye,1721,en,False,ekp,ltr
ekr,Africa,NG,Yace,Yace,1722,en,False,ekr,ltr
eky,Asia,MM,Eastern Kayah,"Kayah, Eastern",1723,my,False,eky,ltr
el,Europe,GR,ελληνικά,Greek (modern),1724,en,False,ell,ltr
ele,Pacific,PG,Elepi,Elepi,1725,tpi,False,ele,ltr
elh,Africa,SD,El Hugeirat,El Hugeirat,1726,ar,False,elh,ltr
eli,Africa,SD,Nding,Nding,1727,ar,False,eli,ltr
elk,Pacific,PG,Elkei,Elkei,1728,tpi,False,elk,ltr
elm,Africa,NG,Eleme,Eleme,1729,en,False,elm,ltr
elo,Africa,KE,El Molo,El Molo,1730,sw,False,elo,ltr
elu,Pacific,PG,Elu,Elu,1731,tpi,False,elu,ltr
elx,Asia,IR,Elamite,Elamite,1732,,False,elx,ltr
el-x-koine,,,Koine Greek,,8528,,False,UNKNOWN,ltr
ema,Africa,NG,Emai-Iuleha-Ora,Emai-Iuleha-Ora,1733,en,False,ema,ltr
ema-x-emai,Africa,NG,Emai,,7824,en,False,UNKNOWN,ltr
ema-x-erah,Africa,NG,Erah,Erah,8269,,False,UNKNOWN,ltr
ema-x-ora,Africa,NG,Ora,,7561,,False,UNKNOWN,ltr
ema-x-uokha,Africa,NG,Uokha,Uokha,8272,en,False,UNKNOWN,ltr
emb,Asia,ID,Embaloh,Embaloh,1734,id,False,emb,ltr
emb-x-kalis,Asia,ID,Dayak Kalis,,8004,id,False,UNKNOWN,ltr
eme,Americas,GF,Emerillon,Emerillon,1735,fr,False,eme,ltr
emg,Asia,NP,Eastern Meohang,"Mewahang, Eastern",1736,ne,False,emg,ltr
emi,Pacific,PG,Mussau-Emira,Mussau-Emira,1737,tpi,False,emi,ltr
emk,Africa,GN,Eastern Maninkakan,"Maninkakan, Eastern",1738,fr,False,emk,ltr
emm,Americas,MX,Mamulique,Mamulique,1739,,False,emm,ltr
emn,Africa,CM,Eman,Eman,1740,fr,False,emn,ltr
emp,Americas,PA,Northern Emberá,"Emberá, Northern",1741,es-419,False,emp,ltr
ems,Americas,US,Pacific Gulf Yupik,"Yupik, Pacific Gulf",1742,en,False,ems,ltr
emu,Asia,IN,Eastern Muria,"Muria, Eastern",1743,hi,False,emu,ltr
emw,Asia,ID,Emplawas,Emplawas,1744,id,False,emw,ltr
emx,Europe,FR,Erromintxela,Erromintxela,1745,fr,False,emx,ltr
emy,Americas,MX,Epigraphic Mayan,,1746,,False,emy,ltr
en,Europe,GB,English,English,1747,,True,eng,ltr
ena,Pacific,PG,Apali,Apali,1748,tpi,False,ena,ltr
enb,Africa,KE,Markweeta,Markweeta,1749,sw,False,enb,ltr
enc,Asia,VN,En,En,1750,vi,False,enc,ltr
end,Asia,ID,Ende,Ende,1751,id,False,end,ltr
enf,Europe,RU,Энецкий,"Enets, Forest",1752,ru,False,enf,ltr
enh,Europe,RU,Энецкий,"Enets, Tundra",1753,ru,False,enh,ltr
enl,Americas,PY,Enlhet,Enlhet,1754,es-419,False,enl,ltr
enm,Europe,GB,Middle English (1100-1500),Middle English,1755,,False,enm,ltr
enn,Africa,NG,Engenni,Engenni,1756,en,False,enn,ltr
eno,Asia,ID,Enggano,Enggano,1757,id,False,eno,ltr
enq,Pacific,PG,Enga,Enga,1758,tpi,False,enq,ltr
enq-x-mai,Pacific,PG,Mai,Mai,8741,tpi,False,UNKNOWN,ltr
enr,Asia,ID,Emumu,Emem,1759,id,False,enr,ltr
enu,Asia,CN,西摩洛,Enu,1760,zh,False,enu,ltr
env,Africa,NG,Enwan (Edu State),Enwan,1761,en,False,env,ltr
enw,Africa,NG,Enwan (Akwa Ibom State),Enwan,1762,en,False,enw,ltr
enx,Americas,PY,Enxet,Enxet,1763,es-419,False,enx,ltr
en-x-demo1,,,English demo1,,7508,,False,UNKNOWN,ltr
en-x-demo2,,,English demo2,,7509,,False,UNKNOWN,ltr
eo,Europe,PL,Esperanto,Esperanto,1764,en,False,epo,ltr
eot,Africa,CI,Beti (Côte d'Ivoire),Beti,1765,fr,False,eot,ltr
epi,Africa,NG,Epie,Epie,1766,en,False,epi,ltr
era,Asia,IN,Eravallan,Eravallan,1767,ta,False,era,ltr
erg,Pacific,VU,Sie,Sie,1768,fr,False,erg,ltr
erg-x-empack,Pacific,VU,Empack,Empack,8564,bi,False,UNKNOWN,ltr
erg-x-enyeu,Pacific,VU,Enyeu,Enyeu,8650,bi,False,UNKNOWN,ltr
erg-x-imaptap,Pacific,VU,Imaptap,Imaptap,8651,bi,False,UNKNOWN,ltr
erg-x-potnariven,Pacific,VU,Potnariven,Potnariven,8561,bi,False,UNKNOWN,ltr
erg-x-sorung,Pacific,VU,Sorung,Sorung,8560,bi,False,UNKNOWN,ltr
erg-x-yoku,Pacific,VU,Yoku,Yoku,8562,bi,False,UNKNOWN,ltr
erh,Africa,NG,Eruwa,Eruwa,1769,en,False,erh,ltr
eri,Pacific,PG,Ogea,Ogea,1770,tpi,False,eri,ltr
eri-x-marak,Pacific,PG,Marak,Marak,8671,tpi,False,UNKNOWN,ltr
erk,Pacific,VU,South Efate,"Efate, South",1771,fr,False,erk,ltr
erk-x-epang,Pacific,VU,Epang,Epang,8652,bi,False,UNKNOWN,ltr
erk-x-erakor,Pacific,VU,Erakor,Erakor,8654,bi,False,UNKNOWN,ltr
erk-x-eratap,Pacific,VU,Eratap,Eratap,8653,bi,False,UNKNOWN,ltr
ero,Asia,CN,尔龚语,Horpa,1772,zh,False,ero,ltr
ers,Asia,CN,尔苏,Ersu,1773,zh,False,ers,ltr
ert,Asia,ID,Eritai,Eritai,1774,id,False,ert,ltr
erw,Asia,ID,Erokwanas,Erokwanas,1775,id,False,erw,ltr
es,Europe,ES,español,Spanish,1776,es,True,spa,ltr
es-419,Americas,MX,Español Latin America,Latin American Spanish,2,,True,UNKNOWN,ltr
ese,Americas,BO,Ese Ejja,Ese Ejja,1777,es-419,False,ese,ltr
esh,Asia,IR,Eshtehardi,Eshtehardi,1778,fa,False,esh,ltr
esi,Americas,US,North Alaskan Inupiatun,"Inupiatun, North Alaskan",1779,en,False,esi,ltr
esk,Americas,US,Northwest Alaska Inupiatun,"Inupiatun, Northwest Alaska",1780,en,False,esk,ltr
esl,Africa,EG,لغة الإشارة المصرية,Egyptian Sign Language,1781,ar,False,esl,ltr
esm,Africa,CI,Esuma,Esuma,1782,,False,esm,ltr
esn,Americas,SV,Salvadoran Sign Language,Salvadoran Sign Language,1783,es-419,False,esn,ltr
eso,Europe,EE,Estonian Sign Language,Estonian Sign Language,1784,en,False,eso,ltr
esq,Americas,US,Esselen,Esselen,1785,en,False,esq,ltr
ess,Americas,US,Central Siberian Yupik,"Yupik, Central Siberian",1786,en,False,ess,ltr
esu,Americas,US,Central Yupik,"Yupik, Central",1787,en,False,esu,ltr
esy,,,Eskayan,,1788,,False,esy,ltr
et,Europe,EE,"eesti, eesti keel",Estonian,1789,,False,est,ltr
etb,Africa,NG,Etebi,Etebi,1790,en,False,etb,ltr
etc,Americas,US,Etchemin,Etchemin,1791,,False,etc,ltr
eth,Africa,ET,Ethiopian Sign Language,Ethiopian Sign Language,1792,am,False,eth,ltr
etn,Pacific,VU,Eton (Vanuatu),Eton,1793,fr,False,etn,ltr
eto,Africa,CM,Eton (Cameroon),Eton,1794,fr,False,eto,ltr
etr,Pacific,PG,Edolo,Edolo,1795,tpi,False,etr,ltr
ets,Africa,NG,Yekhee,Yekhee,1796,en,False,ets,ltr
ett,Europe,IT,Etruscan,Etruscan,1797,,False,ett,ltr
etu,Africa,NG,Ejagham,Ejagham,1798,en,False,etu,ltr
etx,Africa,NG,Eten,Iten,1799,en,False,etx,ltr
etz,Asia,ID,Semimi,Semimi,1800,id,False,etz,ltr
eu,Europe,ES,"euskara, euskera",Basque,1801,es,False,eus,ltr
eve,Europe,RU,Эвенский,Even,1802,ru,False,eve,ltr
evh,Africa,NG,Uvbie,Uvbie,1803,en,False,evh,ltr
evn,Asia,CN,鄂温克语,Evenki,1804,zh,False,evn,ltr
ewo,Africa,CM,Ewondo,Ewondo,1805,fr,False,ewo,ltr
ext,Europe,ES,Extremaduran,Extremaduran,1806,es,False,ext,ltr
eya,Americas,US,Eyak,Eyak,1807,en,False,eya,ltr
eyo,Africa,KE,Keiyo,Keiyo,1808,sw,False,eyo,ltr
eza,Africa,NG,Ezaa,Ezaa,1809,en,False,eza,ltr
eze,Africa,NG,Uzekwe,Uzekwe,1810,en,False,eze,ltr
fa,Asia,IR,فارسی,Persian (Farsi),1811,,True,fas,rtl
faa,Pacific,PG,Fasu,Fasu,1812,tpi,False,faa,ltr
fab,Africa,GQ,Fa d'Ambu,Fa d’Ambu,1813,es,False,fab,ltr
fad,Pacific,PG,Wagi,Wagi,1814,tpi,False,fad,ltr
fad-x-kamba,Pacific,PG,Kamba,Kamba,8359,tpi,False,UNKNOWN,ltr
faf,Pacific,SB,Fagani,Fagani,1815,pis,False,faf,ltr
fag,Pacific,PG,Finongan,Finongan,1816,tpi,False,fag,ltr
fah,Africa,NG,Baissa Fali,Fali of Baissa,1817,en,False,fah,ltr
fai,Pacific,PG,Faiwol,Faiwol,1818,tpi,False,fai,ltr
faj,Pacific,PG,Faita,Faita,1819,tpi,False,faj,ltr
fak,Africa,CM,Fang (Cameroon),Fang,1820,fr,False,fak,ltr
fal,Africa,CM,South Fali,"Fali, South",1821,fr,False,fal,ltr
fam,Africa,NG,Fam,Fam,1822,en,False,fam,ltr
fan,Africa,GQ,Fang (Equatorial Guinea),Fang,1823,es,False,fan,ltr
fan-x-malabo,Africa,GQ,Malabo Fang,Malabo Fang,8338,fr,False,UNKNOWN,ltr
fap,Africa,SN,Palor,Palor,1824,fr,False,fap,ltr
far,Pacific,SB,Fataleka,Fataleka,1825,pis,False,far,ltr
far-x-iduleka,Pacific,SB,Iduleka,Iduleka,8639,en,False,UNKNOWN,ltr
fas-x-eastfars,Asia,IR,دری,Eastern Farsi,7549,,False,UNKNOWN,ltr
fat,Africa,GH,Fanti,,1826,,False,fat,ltr
fau,Asia,ID,Fayu,Fayu,1827,id,False,fau,ltr
fax,Europe,ES,Fala,Fala,1828,es,False,fax,ltr
fay,Asia,IR,گویش دوانی,"Fars, Southwestern",1829,fa,False,fay,ltr
faz,Asia,IR,Northwestern Fars,"Fars, Northwestern",1830,fa,False,faz,ltr
fbl,Asia,PH,West Albay Bikol,"Bikol, West Albay",1831,en,False,fbl,ltr
fcs,Americas,CA,Quebec Sign Language,Quebec Sign Language,1832,en,False,fcs,ltr
fer,Africa,SS,Feroge,Feroge,1833,ar,False,fer,ltr
ff,Africa,SN,"Fulfulde, Pulaar, Pular","Fula, Fulah, Pulaar, Pular",1834,,False,ful,ltr
ffi,Pacific,PG,Foia Foia,Foia Foia,1835,tpi,False,ffi,ltr
ffm,Africa,ML,Maasina Fulfulde,"Fulfulde, Maasina",1836,fr,False,ffm,ltr
fgr,Africa,TD,Fongoro,Fongoro,1837,ar,False,fgr,ltr
fi,Europe,FI,"suomi, suomen kieli",Finnish,1838,en,False,fin,ltr
fia,Africa,SD,Nobiin,Nobiin,1839,ar,False,fia,ltr
fie,Africa,NG,Fyer,Fyer,1840,en,False,fie,ltr
fil,Asia,PH,Filipino,Filipino,1841,en,False,fil,ltr
fip,Africa,TZ,Fipa,Fipa,1842,sw,False,fip,ltr
fir,Africa,NG,Firan,Firan,1843,en,False,fir,ltr
fit,Europe,SE,Tornedalen Finnish,"Finnish, Tornedalen",1844,en,False,fit,ltr
fiw,Pacific,PG,Fiwaga,Fiwaga,1845,tpi,False,fiw,ltr
fj,Pacific,FJ,vosa Vakaviti,Fijian,1846,en,False,fij,ltr
fkk,Africa,NG,Kirya-Konzəl,Kirya-Konzel,1847,en,False,fkk,ltr
fkv,Europe,NO,Kven Finnish,"Finnish, Kven",1848,en,False,fkv,ltr
fla,Americas,US,Kalispel-Pend d'Oreille,Kalispel-Pend d’Oreille,1849,en,False,fla,ltr
flh,Asia,ID,Foau,Foau,1850,id,False,flh,ltr
fli,Africa,NG,Fali,Fali,1851,en,False,fli,ltr
fll,Africa,CM,North Fali,"Fali, North",1852,fr,False,fll,ltr
flr,Africa,CD,Fuliiru,Fuliiru,1853,fr,False,flr,ltr
fly,Africa,ZA,Flaaitaal,Flaaitaal,1854,en,False,fly,ltr
fmp,Africa,CM,Fe'fe',Fe’fe’,1855,fr,False,fmp,ltr
fmu,Asia,IN,Far Western Muria,"Muria, Far Western",1856,mr,False,fmu,ltr
fng,Africa,ZA,Fanagalo,Pidgin Bantu,1857,en,False,fng,ltr
fni,Africa,TD,Fania,Fania,1858,ar,False,fni,ltr
fo,Europe,DK,føroyskt,Faroese,1859,en,False,fao,ltr
fod,Africa,BJ,Foodo,Foodo,1860,fr,False,fod,ltr
foi,Pacific,PG,Foi,Foi,1861,tpi,False,foi,ltr
fom,Africa,CD,Foma,Foma,1862,fr,False,fom,ltr
fon,Africa,BJ,Fon,Fon,1863,fr,False,fon,ltr
for,Pacific,PG,Fore,Fore,1864,tpi,False,for,ltr
for-x-abomatasa,Pacific,PG,Abomatasa,Abomatasa,8469,tpi,False,UNKNOWN,ltr
for-x-foreati,Pacific,PG,Fore Ati,Fore Ati,8471,tpi,False,UNKNOWN,ltr
for-x-forepamusa,Pacific,PG,Pamusa,Pamusa,8482,tpi,False,UNKNOWN,ltr
for-x-keya,Pacific,PG,Fore Keya,Fore Keya,8468,tpi,False,UNKNOWN,ltr
for-x-pamusa,Pacific,PG,Fore Pamusa,Fore Pamusa,8470,tpi,False,UNKNOWN,ltr
fos,Asia,TW,Siraya,Siraya,1865,zh,False,fos,ltr
fpe,Africa,GQ,Fernando Po Creole English,Equatorial Guinean Pidgin,1866,es,False,fpe,ltr
fqs,Pacific,PG,Fas,Fas,1867,tpi,False,fqs,ltr
fr,Europe,FR,"français, langue française",French,1868,,True,fra,ltr
frc,Americas,US,Cajun French,"French, Cajun",1869,en,False,frc,ltr
frd,Asia,ID,Fordata,Fordata,1870,id,False,frd,ltr
frk,Europe,DE,Frankish,Frankish,1871,,False,frk,ltr
frm,Europe,FR,Middle French (ca. 1400-1600),Middle French,1872,,False,frm,ltr
fro,Europe,FR,Old French (842-ca. 1400),Old French,1873,,False,fro,ltr
frp,Europe,FR,Arpitan,Arpitan,1874,fr,False,frp,ltr
frq,Pacific,PG,Forak,Forak,1875,tpi,False,frq,ltr
frr,Europe,DE,Northern Frisian,"Frisian, Northern",1876,en,False,frr,ltr
frs,Europe,DE,Eastern Frisian,"Saxon, East Frisian Low",1877,en,False,frs,ltr
frt,Pacific,VU,Fortsenal,Fortsenal,1878,fr,False,frt,ltr
fse,Europe,FI,Finnish Sign Language,Finnish Sign Language,1879,en,False,fse,ltr
fsl,Europe,FR,French Sign Language,French Sign Language,1880,fr,False,fsl,ltr
fss,Europe,FI,Finland-Swedish Sign Language,Finland-Swedish Sign Language,1881,en,False,fss,ltr
fub,Africa,CM,Adamawa Fulfulde,"Fulfulde, Adamawa",1882,fr,False,fub,ltr
fuc,Africa,SN,Pulaar,Pulaar,1883,fr,False,fuc,ltr
fud,Pacific,WF,East Futuna,"Futuna, East",1884,en,False,fud,ltr
fue,Africa,BJ,Borgu Fulfulde,"Fulfulde, Borgu",1885,fr,False,fue,ltr
fuf,Africa,GN,Pular,Pular,1886,fr,False,fuf,ltr
fuh,Africa,NE,Western Niger Fulfulde,"Fulfulde, Western Niger",1887,fr,False,fuh,ltr
fui,Africa,TD,Bagirmi Fulfulde,"Fulfulde, Bagirmi",1888,ar,False,fui,ltr
fuj,Africa,SD,Ko,Ko,1889,ar,False,fuj,ltr
fum,Africa,NG,Fum,Fum,1890,en,False,fum,ltr
fun,Americas,BR,Fulniô,Iatê,1891,pt,False,fun,ltr
fuq,Africa,NE,Central-Eastern Niger Fulfulde,"Fulfulde, Central-Eastern Niger",1892,fr,False,fuq,ltr
fur,Europe,IT,Friulian,Friulian,1893,en,False,fur,ltr
fut,Pacific,VU,Futuna-Aniwa,Futuna-Aniwa,1894,fr,False,fut,ltr
fuu,Africa,CD,Furu,Furu,1895,fr,False,fuu,ltr
fuv,Africa,NG,Nigerian Fulfulde,"Fulfulde, Nigerian",1896,en,False,fuv,ltr
fuy,Pacific,PG,Fuyuge,Fuyuge,1897,tpi,False,fuy,ltr
fvr,Africa,SD,Fur,Fur,1898,ar,False,fvr,ltr
fwa,Pacific,NC,Fwâi,Fwâi,1899,en,False,fwa,ltr
fwe,Africa,NA,Fwe,Fwe,1900,en,False,fwe,ltr
fy,Europe,NL,Frysk,Western Frisian,1901,nl,False,fry,ltr
ga,Europe,IE,Gaeilge,Irish,1902,en,False,gle,ltr
gaa,Africa,GH,Ga,Ga,1903,en,False,gaa,ltr
gab,Africa,TD,Gabri,Gabri,1904,ar,False,gab,ltr
gac,Asia,IN,Mixed Great Andamanese,"Great Andamanese, Mixed",1905,hi,False,gac,ltr
gad,Asia,PH,Gaddang,Gaddang,1906,ilo,False,gad,ltr
gae,Americas,VE,Guarequena,Guarequena,1907,es-419,False,gae,ltr
gaf,Pacific,PG,Gende,Gende,1908,tpi,False,gaf,ltr
gag,Europe,MD,Gagauz,Gagauz,1909,en,False,gag,ltr
gah,Pacific,PG,Alekano,Alekano,1910,tpi,False,gah,ltr
gah-x-lapigufimi,Pacific,PG,Lapigu Fimito,Lapigu Fimito,8488,tpi,False,UNKNOWN,ltr
gai,Pacific,PG,Borei,Mbore,1911,tpi,False,gai,ltr
gaj,Pacific,PG,Gadsup,Gadsup,1912,tpi,False,gaj,ltr
gaj-x-aiyuree,Pacific,PG,Kasup Aiyuree,Kasup Aijuree,8192,tpi,False,UNKNOWN,ltr
gaj-x-aygm,Pacific,PG,Gadsup Ayugam,,7504,tpi,False,UNKNOWN,ltr
gaj-x-kamu,Pacific,PG,Gadsup Kamu,Gadsup Kamu,7503,tpi,False,UNKNOWN,ltr
gaj-x-kasupbina,Pacific,PG,Kasup Bina,Kasup Bina,8191,tpi,False,UNKNOWN,ltr
gaj-x-norikori,Pacific,PG,Norikori,Norikori,8243,tpi,False,UNKNOWN,ltr
gaj-x-omaura,Pacific,PG,Gadsup Omaura,Gadsup Omaura,8354,tpi,False,UNKNOWN,ltr
gaj-x-urona,Pacific,PG,Gadsup Urona,Gadsup Urona,7502,tpi,False,UNKNOWN,ltr
gaj-x-wandamo,Pacific,PG,Wandamo,Wandamo,8372,tpi,False,UNKNOWN,ltr
gaj-x-ymnk,Pacific,PG,Gadsup Yomunka,,7505,,False,UNKNOWN,ltr
gak,Asia,ID,Gamkonora,Gamkonora,1913,id,False,gak,ltr
gal,Asia,TL,Galolen,Galolen,1914,pt,False,gal,ltr
gam,Pacific,PG,Kandawo,Kandawo,1915,tpi,False,gam,ltr
gan,Asia,CN,贛語,"Chinese, Gan",1916,zh,False,gan,ltr
gao,Pacific,PG,Gants,Gants,1917,tpi,False,gao,ltr
gap,Pacific,PG,Gal,Gal,1918,tpi,False,gap,ltr
gaq,Asia,IN,Gata',Gata’,1919,or,False,gaq,ltr
gar,Pacific,PG,Galeya,Galeya,1920,tpi,False,gar,ltr
gas,Asia,IN,Adiwasi Garasia,"Garasia, Adiwasi",1921,gu,False,gas,ltr
gat,Pacific,PG,Kenati,Kenati,1922,tpi,False,gat,ltr
gau,Asia,IN,Mudhili Gadaba,"Gadaba, Mudhili",1923,te,False,gau,ltr
gaw,Pacific,PG,Nobonob,Nobonob,1924,tpi,False,gaw,ltr
gax,Africa,ET,Borana-Arsi-Guji Oromo,"Oromo, Borana-Arsi-Guji",1925,am,False,gax,ltr
gay,Asia,ID,Gayo,Gayo,1926,id,False,gay,ltr
gaz,Africa,ET,West Central Oromo,"Oromo, West Central",1927,am,False,gaz,ltr
gba,Africa,CF,Gbaya (Central African Republic),Gbaya,1928,fr,False,gba,ltr
gbb,Pacific,AU,Kaytetye,Kaytetye,1929,en,False,gbb,ltr
gbd,Pacific,AU,Karadjeri,Karadjeri,1930,en,False,gbd,ltr
gbe,Pacific,PG,Niksek,Niksek,1931,tpi,False,gbe,ltr
gbf,Pacific,PG,Gaikundi,Gaikundi,1932,tpi,False,gbf,ltr
gbg,Africa,CF,Gbanziri,Gbanziri,1933,fr,False,gbg,ltr
gbh,Africa,BJ,Defi Gbe,"Gbe, Defi",1934,fr,False,gbh,ltr
gbi,Asia,ID,Galela,Galela,1935,id,False,gbi,ltr
gbj,Asia,IN,Bodo Gadaba,"Gadaba, Bodo",1936,or,False,gbj,ltr
gbk,Asia,IN,Gaddi,Gaddi,1937,hi,False,gbk,ltr
gbl,Asia,IN,Gamit,Gamit,1938,gu,False,gbl,ltr
gbm,Asia,IN,Garhwali,Garhwali,1939,hi,False,gbm,ltr
gbn,Africa,SS,Mo'da,Mo’da,1940,ar,False,gbn,ltr
gbo,Africa,LR,Northern Grebo,"Grebo, Northern",1941,en,False,gbo,ltr
gbp,Africa,CF,Gbaya-Bossangoa,Gbaya-Bossangoa,1942,fr,False,gbp,ltr
gbq,Africa,CF,Gbaya-Bozoum,Gbaya-Bozoum,1943,fr,False,gbq,ltr
gbr,Africa,NG,Gbagyi,Gbagyi,1944,en,False,gbr,ltr
gbs,Africa,BJ,Gbesi Gbe,"Gbe, Gbesi",1945,fr,False,gbs,ltr
gbu,Pacific,AU,Gagadu,Gagadu,1946,en,False,gbu,ltr
gbv,Africa,CF,Gbanu,Gbanu,1947,fr,False,gbv,ltr
gbw,Pacific,AU,Gabi-Gabi,Gabi-Gabi,1948,en,False,gbw,ltr
gbx,Africa,BJ,Eastern Xwla Gbe,"Gbe, Eastern Xwla",1949,fr,False,gbx,ltr
gby,Africa,NG,Gbari,Gbari,1950,en,False,gby,ltr
gbz,Asia,IR,گویش بهدینان,"Dari, Zoroastrian",1951,fa,False,gbz,ltr
gcc,Pacific,PG,Mali,Mali,1952,tpi,False,gcc,ltr
gcd,Pacific,AU,Ganggalida,Ganggalida,1953,en,False,gcd,ltr
gcf,Americas,GP,Guadeloupean Creole French,Guadeloupean Creole French,1954,fr,False,gcf,ltr
gcl,Americas,GD,Grenadian Creole English,Grenadian Creole English,1955,en,False,gcl,ltr
gcn,Pacific,PG,Gaina,Gaina,1956,tpi,False,gcn,ltr
gcr,Americas,GF,Guianese Creole French,Guianese Creole French,1957,fr,False,gcr,ltr
gct,Americas,VE,Colonia Tovar German,"German, Colonia Tovar",1958,es-419,False,gct,ltr
gd,Europe,GB,Gàidhlig,"Scottish Gaelic, Gaelic",1959,en,False,gla,ltr
gda,Asia,IN,Gade Lohar,"Lohar, Gade",1960,raj,False,gda,ltr
gdb,Asia,IN,Pottangi Ollar Gadaba,"Gadaba, Pottangi Ollar",1961,or,False,gdb,ltr
gdc,Pacific,AU,Gugu Badhun,Gugu Badhun,1962,en,False,gdc,ltr
gdd,Pacific,PG,Gedaged,Gedaged,1963,tpi,False,gdd,ltr
gde,Africa,NG,Gude,Gude,1964,en,False,gde,ltr
gdf,Africa,NG,Guduf-Gava,Guduf-Gava,1965,en,False,gdf,ltr
gdg,Asia,PH,Ga'dang,Ga’dang,1966,ilo,False,gdg,ltr
gdh,Pacific,AU,Gadjerawang,Gadjerawang,1967,en,False,gdh,ltr
gdi,Africa,CF,Gundi,Gundi,1968,fr,False,gdi,ltr
gdj,Pacific,AU,Gurdjar,Gurdjar,1969,en,False,gdj,ltr
gdk,Africa,TD,Gadang,Gadang,1970,ar,False,gdk,ltr
gdl,Africa,ET,Dirasha,Dirasha,1971,am,False,gdl,ltr
gdm,Africa,TD,Laal,Laal,1972,ar,False,gdm,ltr
gdn,Pacific,PG,Umanakaina,Umanakaina,1973,tpi,False,gdn,ltr
gdo,Europe,RU,Годоберинский,Ghodoberi,1974,ru,False,gdo,ltr
gdq,Asia,YE,لغة مهرية,Mehri,1975,ar,False,gdq,ltr
gdr,Pacific,PG,Wipi,Wipi,1976,tpi,False,gdr,ltr
gds,Asia,NP,Ghandruk Sign Language,Ghandruk Sign Language,1977,ne,False,gds,ltr
gdu,Africa,NG,Gudu,Gudu,1978,en,False,gdu,ltr
gdx,Asia,IN,Godwari,Godwari,1979,rwr,False,gdx,ltr
